user_id,age,gender,occupation,device_type,daily_phone_hours,social_media_hours,work_productivity_score,sleep_hours,stress_level,app_usage_count,caffeine_intake_cups,weekend_screen_time_hours
U14930,56,Male,Freelancer,Android,6,8,9,5,9,60,5,12
U14931,25,Other,Freelancer,Android,1,3,3,7,1,16,5,8
U14932,40,Other,Business Owner,Android,11,2,4,5,10,16,0,11
U14933,20,Other,Student,iOS,10,5,8,6,1,26,5,12
U14934,52,Other,Professional,Android,2,3,7,8,6,5,2,4
U14935,43,Female,Professional,Android,8,8,8,8,1,23,6,12
U14936,33,Female,Freelancer,Android,2,6,1,9,6,41,4,3
U14937,29,Male,Student,Android,1,0,9,7,2,26,4,2
U14938,23,Female,Business Owner,iOS,2,5,10,4,4,12,6,6
U14939,52,Other,Student,iOS,12,5,3,8,8,44,4,7
U14940,24,Female,Professional,Android,2,1,6,7,1,59,2,9
U14941,26,Other,Business Owner,Android,9,5,8,6,1,59,3,11
U14942,27,Female,Business Owner,Android,2,3,1,8,8,7,6,4
U14943,58,Female,Professional,iOS,6,6,3,8,8,54,2,2
U14944,49,Male,Business Owner,Android,2,2,3,8,4,42,3,8
U14945,45,Other,Student,iOS,11,5,7,8,10,56,0,5
U14946,35,Other,Student,Android,6,4,6,7,9,24,5,6
U14947,40,Female,Student,iOS,2,7,6,8,9,6,5,7
U14948,47,Female,Professional,Android,5,6,1,8,6,17,1,6
U14949,57,Female,Student,Android,9,6,9,8,9,31,2,6
U14950,33,Male,Freelancer,Android,7,1,2,8,8,46,3,6
U14951,51,Other,Freelancer,iOS,7,6,2,7,8,12,2,11
U14952,54,Other,Student,Android,11,3,2,8,3,17,2,12
U14953,47,Female,Business Owner,Android,10,2,8,5,6,27,5,8
U14954,20,Male,Student,Android,7,7,8,5,1,6,0,11
U14955,22,Other,Business Owner,Android,5,3,2,7,1,60,4,12
U14956,38,Female,Professional,Android,2,1,9,6,5,24,6,6
U14957,41,Female,Freelancer,iOS,6,6,1,6,1,6,5,3
U14958,20,Other,Student,iOS,2,4,2,7,9,44,6,3
U14959,27,Female,Freelancer,Android,2,3,2,9,10,49,6,2
U14960,56,Other,Freelancer,Android,3,3,6,4,5,11,5,14
U14961,58,Other,Freelancer,iOS,7,4,1,8,10,9,3,7
U14962,24,Other,Student,Android,5,4,9,6,3,44,0,10
U14963,42,Other,Student,Android,10,5,3,6,2,13,3,8
U14964,50,Male,Student,Android,6,1,2,5,10,58,1,10
U14965,23,Male,Business Owner,Android,11,7,8,5,4,49,4,10
U14966,39,Female,Freelancer,Android,2,7,5,6,2,13,0,5
U14967,58,Female,Business Owner,iOS,6,5,7,4,7,28,6,5
U14968,37,Female,Freelancer,iOS,10,3,9,5,8,10,6,4
U14969,45,Other,Freelancer,iOS,3,7,8,5,5,34,3,5
U14970,43,Female,Business Owner,Android,8,3,10,8,6,51,5,7
U14971,19,Male,Student,iOS,6,7,4,6,6,31,5,9
U14972,29,Other,Business Owner,Android,5,7,1,7,3,33,5,3
U14973,34,Other,Freelancer,Android,12,5,3,8,10,18,0,9
U14974,59,Female,Business Owner,iOS,10,3,8,9,10,36,3,11
U14975,23,Male,Freelancer,Android,8,4,4,8,4,40,0,10
U14976,45,Male,Freelancer,iOS,1,5,9,6,9,37,5,12
U14977,25,Male,Freelancer,Android,11,6,5,7,3,47,2,6
U14978,30,Male,Student,iOS,4,6,7,8,1,23,1,13
U14979,54,Male,Student,iOS,4,2,9,5,8,31,4,5
U14980,34,Female,Student,Android,11,6,6,8,9,26,6,5
U14981,37,Other,Student,iOS,10,2,4,5,6,14,2,12
U14982,57,Other,Business Owner,Android,11,1,1,7,10,48,3,2
U14983,50,Other,Professional,iOS,2,5,1,8,6,19,1,11
U14984,52,Female,Freelancer,iOS,4,4,3,8,7,33,4,5
U14985,33,Male,Student,Android,6,4,10,5,10,12,1,8
U14986,21,Male,Student,Android,6,4,3,5,10,32,6,10
U14987,41,Female,Freelancer,iOS,12,5,10,7,8,8,0,3
U14988,54,Female,Professional,iOS,11,3,2,8,1,41,6,4
U14989,48,Other,Freelancer,Android,2,3,3,5,10,10,6,10
U14990,31,Female,Freelancer,Android,12,4,1,7,9,57,2,2
U14991,45,Female,Professional,iOS,2,4,6,9,6,48,4,3
U14992,35,Female,Student,iOS,2,5,5,5,4,48,3,7
U14993,29,Male,Freelancer,Android,5,5,5,4,4,26,2,9
U14994,35,Other,Business Owner,iOS,12,3,7,7,3,51,0,5
U14995,50,Other,Professional,Android,4,3,8,9,10,12,6,10
U14996,60,Other,Student,iOS,11,3,9,6,5,10,3,7
U14997,20,Male,Student,iOS,2,5,5,7,10,60,5,4
U14998,56,Other,Student,Android,1,2,1,7,5,23,4,13
U14999,43,Female,Business Owner,Android,2,4,6,7,8,36,5,4
U15000,29,Female,Student,iOS,10,5,10,8,7,15,0,11
U15001,36,Other,Business Owner,Android,9,5,7,7,10,12,4,5
U15002,35,Other,Student,iOS,8,2,2,9,10,31,4,13
U15003,18,Other,Professional,Android,2,4,6,7,10,25,6,10
U15004,44,Female,Student,iOS,4,3,8,7,6,50,5,6
U15005,31,Female,Professional,Android,5,1,4,5,5,31,1,3
U15006,19,Male,Student,iOS,3,3,6,6,1,46,0,10
U15007,44,Other,Student,iOS,9,5,4,5,10,39,3,11
U15008,60,Female,Professional,iOS,10,2,7,7,9,6,6,6
U15009,26,Other,Professional,iOS,2,4,10,5,9,37,3,9
U15010,35,Male,Professional,Android,8,4,10,7,6,30,2,11
U15011,35,Male,Business Owner,iOS,11,3,4,5,6,28,5,4
U15012,47,Male,Student,Android,10,4,10,6,7,43,5,13
U15013,56,Other,Student,Android,10,8,5,8,10,37,0,6
U15014,58,Female,Student,iOS,9,3,6,7,7,10,6,6
U15015,38,Male,Student,iOS,6,6,4,8,10,40,3,7
U15016,24,Other,Freelancer,Android,2,4,2,6,9,29,0,6
U15017,32,Male,Professional,iOS,2,5,7,6,7,39,4,3
U15018,32,Male,Business Owner,Android,7,8,2,5,8,21,2,7
U15019,19,Other,Business Owner,iOS,4,6,3,8,9,58,3,5
U15020,38,Other,Professional,iOS,11,4,6,5,6,17,5,3
U15021,32,Other,Freelancer,iOS,8,3,2,7,7,53,4,12
U15022,22,Male,Business Owner,Android,2,2,5,4,3,52,4,10
U15023,57,Other,Business Owner,Android,3,8,10,4,7,11,6,6
U15024,36,Female,Student,Android,3,6,2,8,3,40,1,10
U15025,56,Other,Freelancer,iOS,6,6,2,5,7,25,2,9
U15026,47,Female,Freelancer,iOS,2,1,1,5,1,39,1,7
U15027,55,Male,Freelancer,Android,4,1,2,5,3,13,0,12
U15028,44,Other,Business Owner,Android,11,7,5,8,3,37,3,4
U15029,58,Female,Professional,Android,12,4,3,6,3,23,3,10
U15030,56,Other,Student,iOS,5,8,9,8,7,48,2,6
U15031,39,Male,Student,Android,8,1,1,6,2,53,5,2
U15032,52,Other,Business Owner,iOS,9,4,3,4,3,20,6,10
U15033,42,Female,Student,Android,7,6,2,6,10,9,2,10
U15034,48,Female,Freelancer,Android,6,2,5,6,2,44,6,5
U15035,53,Other,Student,iOS,12,2,6,6,1,46,1,12
U15036,18,Male,Professional,iOS,11,4,3,5,4,35,6,4
U15037,39,Female,Business Owner,iOS,2,2,7,4,6,58,1,3
U15038,39,Female,Freelancer,Android,8,3,3,7,6,59,5,7
U15039,38,Other,Professional,iOS,10,1,8,9,9,7,3,3
U15040,40,Other,Freelancer,iOS,12,3,6,6,1,16,1,13
U15041,46,Male,Business Owner,Android,11,5,3,8,1,7,0,6
U15042,27,Male,Business Owner,Android,11,4,8,5,9,60,3,6
U15043,47,Male,Professional,Android,3,3,1,6,1,54,3,11
U15044,49,Female,Professional,Android,6,2,8,8,1,22,1,2
U15045,31,Male,Freelancer,Android,7,1,2,9,9,50,6,2
U15046,52,Female,Freelancer,Android,10,3,1,5,8,49,5,10
U15047,28,Female,Business Owner,Android,1,3,8,6,8,48,1,3
U15048,42,Other,Business Owner,iOS,3,2,1,8,4,12,5,10
U15049,34,Other,Freelancer,Android,4,2,1,7,1,33,0,8
U15050,43,Female,Professional,iOS,8,4,7,6,10,27,4,3
U15051,20,Male,Professional,iOS,7,7,9,8,1,12,0,11
U15052,60,Male,Business Owner,iOS,8,4,10,8,9,25,5,6
U15053,54,Male,Business Owner,Android,5,5,2,5,2,19,5,9
U15054,23,Male,Professional,iOS,1,6,2,9,5,27,3,11
U15055,58,Other,Freelancer,Android,3,5,6,4,2,28,6,2
U15056,49,Male,Business Owner,iOS,7,5,6,6,7,7,2,13
U15057,53,Male,Freelancer,Android,10,5,2,7,4,60,1,9
U15058,40,Female,Student,iOS,8,8,6,8,5,35,2,13
U15059,23,Female,Freelancer,Android,1,5,3,7,4,47,2,12
U15060,31,Male,Business Owner,iOS,5,1,5,8,8,15,0,14
U15061,51,Female,Professional,Android,2,3,9,5,10,20,1,8
U15062,41,Male,Business Owner,Android,5,6,7,8,8,41,3,9
U15063,37,Other,Business Owner,Android,7,7,2,6,10,19,5,8
U15064,36,Male,Student,Android,5,1,3,9,10,19,2,11
U15065,38,Female,Professional,iOS,9,7,2,6,6,39,3,12
U15066,46,Other,Freelancer,Android,2,5,9,7,5,17,3,13
U15067,47,Male,Freelancer,iOS,10,6,1,4,7,29,2,11
U15068,19,Female,Professional,iOS,3,6,7,4,9,23,4,8
U15069,27,Male,Student,iOS,7,7,3,5,3,23,5,8
U15070,57,Female,Student,Android,2,3,5,7,2,42,3,13
U15071,55,Other,Professional,iOS,5,1,7,7,3,26,0,11
U15072,28,Other,Freelancer,Android,4,1,2,8,4,31,4,14
U15073,57,Male,Business Owner,iOS,9,6,2,8,1,26,5,11
U15074,40,Male,Student,iOS,12,6,6,4,5,46,5,12
U15075,54,Female,Freelancer,iOS,7,2,10,8,7,49,5,11
U15076,45,Male,Student,iOS,6,2,7,6,10,48,6,12
U15077,44,Female,Professional,Android,12,7,3,4,6,30,2,10
U15078,19,Female,Professional,iOS,10,5,5,7,3,53,5,14
U15079,36,Other,Freelancer,Android,8,3,9,5,7,36,2,12
U15080,53,Female,Student,iOS,10,5,3,4,5,6,2,11
U15081,49,Female,Freelancer,iOS,1,1,2,6,3,50,5,13
U15082,33,Male,Freelancer,Android,7,3,9,8,10,28,4,9
U15083,42,Other,Freelancer,iOS,8,5,10,6,7,17,4,8
U15084,52,Female,Student,Android,9,7,6,5,9,15,6,8
U15085,26,Other,Student,iOS,1,6,5,6,10,36,5,7
U15086,42,Female,Student,iOS,1,3,1,6,7,10,1,5
U15087,56,Male,Freelancer,iOS,4,8,6,9,7,54,1,8
U15088,25,Female,Freelancer,iOS,5,2,4,8,2,25,3,7
U15089,24,Male,Business Owner,iOS,11,7,6,5,5,24,6,11
U15090,43,Male,Business Owner,Android,2,8,4,6,10,16,5,10
U15091,31,Female,Professional,iOS,2,7,3,6,10,14,2,9
U15092,31,Other,Business Owner,Android,10,8,5,7,9,51,6,10
U15093,25,Other,Freelancer,Android,5,1,7,7,5,30,0,11
U15094,54,Male,Student,Android,9,2,5,8,6,44,6,8
U15095,36,Female,Freelancer,Android,4,6,8,5,2,35,3,5
U15096,29,Other,Business Owner,iOS,6,7,8,4,5,17,2,9
U15097,28,Other,Business Owner,iOS,1,6,6,5,8,48,5,7
U15098,43,Other,Business Owner,Android,8,1,10,8,1,42,6,4
U15099,53,Other,Professional,iOS,2,4,2,5,2,10,1,9
U15100,44,Other,Professional,Android,2,5,1,6,3,54,6,5
U15101,40,Male,Student,Android,2,7,8,5,9,48,1,11
U15102,31,Male,Business Owner,iOS,4,4,6,6,3,56,5,13
U15103,44,Female,Professional,Android,4,4,1,7,10,43,0,13
U15104,56,Female,Professional,Android,6,5,7,4,5,5,1,3
U15105,35,Other,Professional,iOS,6,4,4,9,6,46,6,3
U15106,38,Male,Business Owner,iOS,12,2,3,8,10,36,3,14
U15107,41,Female,Freelancer,iOS,4,8,4,7,8,39,0,10
U15108,58,Female,Business Owner,Android,6,2,1,7,2,59,6,9
U15109,24,Male,Professional,iOS,4,5,10,7,2,55,6,9
U15110,60,Other,Freelancer,Android,6,6,8,5,7,11,6,12
U15111,58,Female,Freelancer,Android,7,4,2,5,2,26,5,11
U15112,58,Male,Freelancer,Android,7,7,3,9,8,29,6,11
U15113,38,Other,Professional,iOS,10,4,9,5,3,7,1,5
U15114,50,Female,Student,Android,3,8,8,9,10,30,1,6
U15115,52,Female,Business Owner,Android,1,2,1,6,2,37,6,12
U15116,52,Male,Business Owner,Android,3,6,9,7,3,13,4,9
U15117,43,Other,Freelancer,iOS,4,8,3,8,3,54,6,8
U15118,32,Male,Freelancer,iOS,6,4,7,6,9,40,5,11
U15119,43,Male,Professional,iOS,11,6,5,4,8,5,2,3
U15120,49,Female,Student,Android,6,6,1,8,10,16,0,10
U15121,47,Male,Freelancer,Android,10,2,6,8,9,36,4,5
U15122,36,Male,Freelancer,iOS,6,4,4,6,3,26,6,11
U15123,46,Male,Student,Android,6,6,9,7,2,8,0,4
U15124,28,Other,Freelancer,Android,4,1,9,5,3,12,5,12
U15125,29,Other,Business Owner,Android,2,7,5,5,3,44,1,4
U15126,43,Other,Freelancer,Android,12,3,6,7,7,8,5,12
U15127,36,Male,Business Owner,Android,10,1,9,8,5,12,0,13
U15128,18,Other,Business Owner,Android,2,3,6,8,4,60,2,14
U15129,52,Female,Freelancer,iOS,9,2,6,5,9,46,4,9
U15130,39,Other,Freelancer,Android,1,1,6,5,5,45,1,10
U15131,47,Other,Student,Android,6,8,8,4,5,60,1,7
U15132,59,Other,Freelancer,iOS,3,2,4,9,8,42,3,9
U15133,29,Other,Student,iOS,11,2,7,7,3,6,4,3
U15134,24,Other,Business Owner,Android,2,7,10,8,4,45,3,10
U15135,42,Female,Freelancer,Android,7,8,3,4,4,14,2,4
U15136,55,Other,Freelancer,Android,8,4,1,4,3,24,0,4
U15137,59,Female,Professional,Android,8,6,9,6,9,33,4,11
U15138,44,Male,Professional,Android,12,3,7,8,1,5,6,5
U15139,44,Other,Business Owner,Android,11,4,2,9,5,41,4,12
U15140,44,Other,Business Owner,iOS,5,5,8,5,9,9,6,14
U15141,30,Female,Professional,iOS,8,4,1,9,10,27,2,9
U15142,58,Female,Freelancer,Android,7,1,6,6,5,48,2,10
U15143,19,Female,Professional,Android,8,5,7,6,9,56,6,7
U15144,57,Male,Business Owner,Android,4,3,3,6,7,59,3,10
U15145,32,Female,Student,Android,2,6,8,8,10,29,4,4
U15146,26,Male,Business Owner,Android,6,5,8,8,2,36,4,2
U15147,57,Female,Freelancer,Android,3,3,3,5,7,26,2,5
U15148,57,Other,Freelancer,iOS,11,7,5,5,3,36,4,5
U15149,50,Female,Freelancer,Android,7,6,4,6,7,35,3,13
U15150,23,Male,Professional,Android,9,4,7,8,9,60,6,11
U15151,56,Male,Freelancer,iOS,8,6,9,5,6,49,1,6
U15152,54,Other,Business Owner,Android,8,3,7,6,8,57,5,7
U15153,44,Other,Business Owner,iOS,12,7,7,8,1,32,1,3
U15154,19,Female,Professional,iOS,6,4,9,5,5,26,6,2
U15155,38,Other,Freelancer,iOS,2,1,6,9,10,16,1,7
U15156,57,Female,Business Owner,iOS,11,7,3,7,4,17,1,5
U15157,33,Male,Freelancer,Android,9,5,5,6,1,28,4,7
U15158,28,Female,Business Owner,Android,3,4,3,7,10,47,4,4
U15159,54,Female,Student,iOS,8,7,9,9,8,43,4,10
U15160,58,Other,Student,Android,7,1,6,7,3,56,2,14
U15161,48,Other,Professional,Android,9,3,8,6,10,6,0,4
U15162,23,Male,Freelancer,iOS,11,7,7,8,6,59,5,10
U15163,41,Other,Freelancer,Android,2,4,8,6,2,60,6,3
U15164,19,Other,Student,Android,8,3,9,5,8,57,1,11
U15165,56,Male,Professional,Android,2,1,1,6,10,22,4,13
U15166,59,Other,Student,Android,4,2,1,6,5,35,3,10
U15167,42,Other,Professional,Android,11,1,8,4,10,16,0,10
U15168,53,Female,Student,Android,6,4,8,9,10,43,6,3
U15169,50,Other,Professional,Android,4,6,9,5,6,7,5,12
U15170,30,Female,Student,iOS,3,1,1,5,4,36,4,12
U15171,28,Other,Professional,Android,2,8,10,9,10,14,0,5
U15172,47,Female,Business Owner,iOS,6,6,6,4,6,51,3,8
U15173,41,Other,Professional,Android,7,6,1,5,2,52,5,11
U15174,33,Female,Student,iOS,11,6,3,8,7,27,6,7
U15175,29,Female,Freelancer,iOS,3,7,10,8,1,29,2,10
U15176,48,Male,Business Owner,iOS,5,3,9,7,7,42,0,2
U15177,30,Female,Professional,iOS,11,8,3,6,4,22,5,6
U15178,38,Female,Freelancer,iOS,7,6,6,5,10,6,5,8
U15179,26,Other,Student,iOS,7,3,7,5,8,56,4,10
U15180,36,Male,Freelancer,Android,3,6,5,7,2,5,5,4
U15181,22,Male,Business Owner,iOS,1,2,3,4,6,22,6,3
U15182,19,Male,Freelancer,iOS,12,5,1,6,7,30,5,10
U15183,31,Male,Professional,Android,11,2,7,9,7,49,4,12
U15184,54,Male,Student,Android,3,2,1,7,10,15,3,3
U15185,47,Female,Freelancer,iOS,2,2,4,5,2,58,3,9
U15186,47,Female,Business Owner,Android,12,5,8,4,5,57,1,9
U15187,33,Other,Freelancer,Android,12,6,1,4,7,29,5,4
U15188,56,Other,Professional,Android,7,8,1,6,4,15,6,9
U15189,46,Other,Student,Android,6,5,2,5,9,43,4,10
U15190,33,Female,Student,Android,6,6,7,7,8,42,0,6
U15191,29,Female,Business Owner,iOS,1,7,9,6,7,6,5,8
U15192,47,Male,Business Owner,Android,6,8,4,7,7,57,6,9
U15193,50,Male,Freelancer,Android,2,8,3,6,7,60,5,4
U15194,59,Female,Business Owner,iOS,4,8,6,4,9,32,3,8
U15195,25,Other,Business Owner,Android,10,4,10,8,6,48,6,14
U15196,56,Male,Business Owner,Android,11,2,7,4,8,11,2,11
U15197,39,Male,Professional,Android,9,8,7,4,10,25,0,3
U15198,28,Other,Business Owner,Android,4,1,2,7,10,37,3,4
U15199,33,Male,Business Owner,iOS,12,5,3,5,2,6,3,9
U15200,47,Female,Student,iOS,1,5,7,8,4,5,1,6
U15201,22,Other,Business Owner,Android,5,7,5,9,9,19,3,3
U15202,18,Other,Business Owner,iOS,4,8,1,8,3,10,0,4
U15203,20,Other,Student,iOS,4,8,2,5,2,40,1,4
U15204,44,Male,Business Owner,iOS,3,3,1,6,7,19,4,6
U15205,51,Other,Freelancer,Android,10,3,10,7,7,9,1,10
U15206,48,Male,Professional,Android,4,4,4,6,1,25,4,7
U15207,42,Female,Student,iOS,5,6,9,8,4,25,3,6
U15208,22,Male,Professional,Android,6,6,8,5,3,54,2,12
U15209,44,Male,Professional,iOS,9,3,6,9,6,60,1,3
U15210,34,Male,Professional,iOS,10,6,6,6,5,34,4,9
U15211,52,Other,Freelancer,iOS,2,7,1,9,4,30,6,11
U15212,25,Female,Freelancer,Android,4,3,9,7,2,53,1,5
U15213,56,Other,Professional,iOS,9,4,4,7,10,41,6,7
U15214,59,Male,Professional,iOS,8,6,2,8,4,22,3,4
U15215,52,Other,Freelancer,Android,10,1,5,4,3,46,3,12
U15216,19,Female,Student,iOS,3,6,4,6,5,21,3,2
U15217,46,Male,Business Owner,iOS,8,4,7,5,3,20,2,3
U15218,48,Male,Freelancer,Android,12,1,3,7,4,35,5,8
U15219,21,Other,Business Owner,iOS,11,5,9,5,2,32,6,9
U15220,36,Other,Freelancer,iOS,2,7,1,6,1,49,2,10
U15221,43,Male,Business Owner,iOS,4,8,5,6,7,27,2,11
U15222,20,Female,Freelancer,Android,12,4,5,4,6,22,2,2
U15223,41,Female,Student,iOS,9,5,8,4,9,35,1,6
U15224,43,Female,Student,Android,3,4,6,4,1,53,5,7
U15225,50,Male,Student,iOS,11,4,6,6,8,52,5,12
U15226,58,Male,Business Owner,iOS,3,6,2,6,9,49,1,2
U15227,59,Other,Business Owner,iOS,3,5,7,5,4,53,5,12
U15228,46,Male,Student,iOS,10,3,2,5,8,43,3,11
U15229,45,Female,Professional,Android,12,7,4,8,9,20,6,9
U15230,25,Other,Student,Android,8,6,4,5,1,59,3,13
U15231,24,Male,Student,iOS,11,4,3,5,4,16,0,3
U15232,27,Other,Student,iOS,4,6,10,7,7,11,2,8
U15233,34,Other,Professional,iOS,6,7,2,5,3,44,3,9
U15234,55,Female,Freelancer,iOS,8,2,6,7,7,54,6,10
U15235,25,Male,Business Owner,iOS,4,6,7,8,7,8,6,5
U15236,28,Other,Student,iOS,7,5,1,7,2,51,2,11
U15237,41,Other,Freelancer,iOS,10,2,8,6,2,6,2,4
U15238,44,Female,Freelancer,Android,12,2,8,4,8,49,0,8
U15239,60,Other,Professional,Android,5,1,10,6,4,46,2,8
U15240,39,Female,Professional,Android,5,2,5,6,9,13,2,12
U15241,27,Other,Business Owner,iOS,11,6,2,6,5,8,5,8
U15242,33,Female,Student,iOS,8,1,8,5,1,11,6,12
U15243,48,Female,Student,Android,5,4,6,4,2,36,6,10
U15244,31,Female,Business Owner,iOS,11,6,10,5,8,47,2,10
U15245,34,Male,Business Owner,Android,6,4,4,8,8,52,5,11
U15246,24,Male,Business Owner,iOS,8,2,3,6,10,46,6,12
U15247,39,Male,Freelancer,Android,4,1,9,7,6,20,3,3
U15248,59,Female,Business Owner,iOS,4,2,9,6,1,9,3,7
U15249,22,Other,Business Owner,iOS,3,6,6,7,7,20,0,13
U15250,47,Female,Professional,Android,12,5,3,5,7,17,0,6
U15251,49,Female,Student,Android,3,6,6,9,9,11,3,4
U15252,33,Other,Professional,iOS,9,2,6,8,9,12,0,13
U15253,34,Female,Professional,Android,6,1,2,7,9,19,1,14
U15254,39,Other,Freelancer,Android,2,2,8,6,5,50,6,6
U15255,36,Female,Student,iOS,2,2,7,8,1,9,1,10
U15256,46,Female,Student,iOS,4,4,5,8,4,42,2,4
U15257,39,Female,Business Owner,iOS,9,2,2,4,4,43,2,13
U15258,46,Male,Student,iOS,9,3,9,9,6,6,2,10
U15259,34,Other,Professional,iOS,4,2,3,7,10,24,5,14
U15260,54,Female,Business Owner,Android,4,3,1,9,6,29,0,3
U15261,35,Female,Professional,Android,10,3,9,7,10,9,6,12
U15262,56,Other,Professional,Android,10,4,1,8,8,14,5,12
U15263,20,Female,Freelancer,iOS,1,2,7,6,6,24,4,9
U15264,26,Male,Freelancer,iOS,2,2,4,7,1,24,1,2
U15265,27,Other,Business Owner,Android,3,7,3,7,2,32,5,8
U15266,51,Male,Professional,Android,3,4,8,6,2,14,1,14
U15267,36,Male,Professional,Android,11,7,4,4,3,39,5,7
U15268,19,Female,Business Owner,Android,6,4,9,7,10,18,6,14
U15269,32,Male,Business Owner,Android,7,1,9,8,8,42,1,13
U15270,41,Male,Student,iOS,6,5,7,5,3,44,0,12
U15271,54,Male,Business Owner,Android,10,7,10,8,8,54,0,3
U15272,41,Female,Business Owner,Android,1,4,2,5,1,7,2,12
U15273,36,Male,Freelancer,Android,8,2,6,8,7,11,5,4
U15274,37,Male,Student,iOS,8,1,5,8,5,19,6,12
U15275,28,Other,Professional,iOS,6,4,4,8,8,48,0,14
U15276,54,Female,Freelancer,Android,12,7,3,8,8,35,3,6
U15277,58,Male,Professional,iOS,7,3,6,9,9,8,5,12
U15278,37,Male,Student,Android,6,8,1,5,1,16,5,14
U15279,48,Female,Professional,Android,11,7,2,6,7,34,5,13
U15280,46,Female,Student,Android,8,2,8,9,9,55,0,12
U15281,36,Other,Business Owner,Android,10,4,1,4,5,8,6,12
U15282,27,Female,Student,Android,2,7,9,6,4,11,5,11
U15283,26,Female,Freelancer,iOS,5,8,5,7,4,57,0,2
U15284,27,Other,Freelancer,Android,11,6,2,6,5,5,4,10
U15285,56,Other,Professional,iOS,11,4,4,6,3,13,0,6
U15286,36,Female,Professional,iOS,12,4,4,8,4,21,3,3
U15287,42,Female,Business Owner,iOS,10,2,6,6,5,25,1,6
U15288,34,Male,Business Owner,iOS,3,2,4,7,9,28,6,2
U15289,58,Female,Freelancer,iOS,4,6,8,5,6,57,3,5
U15290,32,Male,Professional,iOS,5,1,8,9,1,40,5,5
U15291,19,Male,Professional,iOS,11,3,9,8,3,19,2,11
U15292,31,Female,Professional,iOS,7,6,4,8,7,55,2,12
U15293,55,Male,Freelancer,Android,5,6,10,4,8,27,1,9
U15294,37,Female,Business Owner,Android,4,6,3,4,10,30,6,3
U15295,27,Other,Freelancer,Android,4,7,8,9,9,49,3,8
U15296,55,Female,Freelancer,Android,10,6,6,5,5,8,6,8
U15297,18,Female,Student,iOS,2,2,7,6,5,57,5,13
U15298,34,Female,Freelancer,Android,2,3,10,9,1,57,4,10
U15299,41,Male,Student,iOS,10,4,9,7,4,57,2,6
U15300,50,Female,Professional,Android,2,2,9,8,3,40,4,9
U15301,51,Other,Business Owner,Android,4,2,5,9,4,16,1,8
U15302,43,Other,Freelancer,iOS,5,7,9,9,4,48,5,4
U15303,48,Other,Freelancer,iOS,9,4,8,9,5,45,0,7
U15304,57,Female,Student,Android,4,1,9,6,5,37,0,5
U15305,28,Male,Student,iOS,3,6,7,4,4,58,0,5
U15306,40,Other,Business Owner,iOS,5,6,1,6,6,42,3,4
U15307,59,Female,Business Owner,iOS,4,5,3,7,4,57,1,9
U15308,27,Other,Freelancer,iOS,2,6,4,6,8,43,0,7
U15309,55,Male,Freelancer,iOS,6,8,9,6,7,19,4,11
U15310,50,Female,Professional,iOS,6,6,2,5,7,41,0,3
U15311,38,Male,Freelancer,iOS,7,2,4,5,6,37,4,10
U15312,51,Male,Business Owner,iOS,7,7,1,6,2,48,3,12
U15313,41,Female,Professional,iOS,4,7,8,4,6,43,6,5
U15314,42,Other,Freelancer,iOS,6,6,2,6,5,8,5,8
U15315,49,Other,Student,Android,8,2,5,7,9,46,5,9
U15316,59,Female,Freelancer,Android,12,3,5,6,4,47,1,4
U15317,28,Female,Student,Android,10,7,6,9,10,14,6,12
U15318,51,Female,Student,iOS,10,4,9,7,6,39,5,14
U15319,48,Other,Student,iOS,6,1,10,5,4,33,6,12
U15320,29,Male,Student,iOS,4,4,3,4,4,29,5,10
U15321,48,Male,Business Owner,iOS,6,5,8,8,6,14,3,4
U15322,42,Female,Student,iOS,8,7,6,9,8,17,4,11
U15323,18,Female,Professional,iOS,6,7,5,5,7,19,6,9
U15324,60,Female,Student,iOS,2,6,10,9,2,7,3,10
U15325,22,Female,Professional,iOS,7,7,8,9,3,36,5,11
U15326,39,Male,Freelancer,Android,5,7,2,4,3,17,1,8
U15327,32,Other,Freelancer,Android,9,5,4,6,7,32,4,8
U15328,37,Other,Freelancer,Android,3,3,8,7,3,31,0,5
U15329,31,Female,Professional,Android,6,3,8,7,8,34,6,11
U15330,32,Male,Freelancer,Android,6,5,6,6,6,40,0,13
U15331,27,Male,Student,Android,7,6,3,6,6,55,5,11
U15332,35,Other,Freelancer,Android,12,5,7,8,5,42,1,12
U15333,56,Female,Professional,Android,2,7,8,8,6,16,2,6
U15334,25,Male,Freelancer,iOS,4,2,6,6,6,5,4,5
U15335,59,Other,Freelancer,iOS,3,5,2,6,5,55,1,5
U15336,30,Female,Professional,Android,7,7,7,5,2,32,3,12
U15337,40,Male,Business Owner,iOS,2,7,5,7,8,46,0,10
U15338,49,Other,Professional,Android,10,1,3,4,7,55,6,11
U15339,47,Female,Student,iOS,6,2,6,6,8,50,6,10
U15340,54,Other,Freelancer,Android,6,7,3,7,8,44,5,9
U15341,58,Female,Business Owner,Android,3,4,1,7,7,27,1,12
U15342,18,Other,Student,Android,1,4,9,6,4,51,0,4
U15343,51,Male,Freelancer,iOS,7,8,2,9,9,60,6,6
U15344,32,Female,Student,iOS,10,2,8,6,3,47,2,10
U15345,30,Other,Student,iOS,6,2,6,8,4,41,6,6
U15346,41,Female,Freelancer,iOS,6,2,3,6,9,31,5,10
U15347,60,Male,Freelancer,iOS,9,1,6,9,8,44,5,2
